SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000106166.2	2.13019151742954	2.67630007021377	1.55932163030891	2.1911835589578	2.3582848627663	2.28403508411149	1.51478516609458	1.47176777665825	2.89970839995844	2.77922001211901	2.44038636731649	0.678094528646156	1.62567108483176	2.05079167776214
ENSMUSG00000037211.13	2.81942412613064	-0.316487217050485	-0.316487217050482	0.348793176123042	1.98118513009281	4.09359919859329	2.03220197018218	3.81808601237586	0.230212737105565	0.241089088734054	-0.316487217050485	-0.316487217050482	0.243053719522106	1.79712537068889
ENSMUSG00000058174.8	3.63469844737143	2.56715224280851	3.29401295365062	3.80490464503679	2.74419965305486	3.15991044311058	2.883141919418	3.3453024107465	3.5276448969056	2.93027079186167	3.67248720509332	2.48156677245347	3.51806272152802	3.64317595783707
ENSMUSG00000100755.2	3.68568758752936	2.77776789329111	3.22951732947843	2.68900575621204	3.17935842695633	2.71482044630137	2.71275746312316	2.51841037172722	3.61736458499563	3.25048313636693	3.08934606725267	3.1971651360128	3.73969795405476	3.56389584439946
ENSMUSG00000044864.17	4.69076095628305	-0.316487217050485	4.63327274506498	2.79059701013337	1.2482905864075	4.1219610031875	4.3004745006814	4.0925806189994	4.73887498167809	4.66840496266835	4.87395680631489	3.99512873500163	5.22220046749621	5.35356121424928
ENSMUSG00000025757.14	4.32316924926891	6.27029886768528	4.23371255341385	4.14893570054273	3.6550466976854	5.10260525654689	4.20727336307717	4.87659634701893	4.37727791519907	3.99616215431709	4.5091289575126	3.62755507726776	4.81747133036674	5.00907553980721
ENSMUSG00000025758.11	4.73983936217853	0.34344525792742	4.96576870956965	5.26456621432234	4.86341186147515	4.28133388076633	4.84522739493244	4.90058982764178	3.38164837051648	3.6493553570571	2.95238850428158	5.13233512522113	4.36370262331041	4.6546237415178
ENSMUSG00000025759.12	4.61386340502677	5.14034000690197	5.34638369357692	4.76285172187735	4.40915315750645	4.74963694275813	4.82445516471695	4.75025146133747	4.81669818286045	5.74051769241513	4.38156238089009	3.9211568211	4.13288979721597	4.6546237415178
ENSMUSG00000107741.3	1.97486489953984	-0.316487217050485	1.06315810438485	1.14694136416687	2.65696201083034	1.50421492490847	1.70861577162645	1.47176777665825	0.230212737105565	2.77922001211901	0.970290272957005	2.37477119150372	2.07972753262825	1.92952656495112
ENSMUSG00000037818.17	4.32316924926891	4.82185674043689	4.68228819949543	4.73763215606252	3.78416542655478	2.47203950604355	2.96133784232742	3.81808601237586	3.89360085924263	3.85220327958045	3.71544871635029	2.58099876474278	3.46933583123527	4.10186363900262
ENSMUSG00000097583.3	1.97486489953984	-0.316487217050485	2.9381422452969	1.14694136416687	2.1181326194583	2.28403508411149	2.61937231556896	1.47176777665825	3.21919658037936	2.31339162660281	3.48657675550696	-0.316487217050482	2.61580125591645	0.556880365546065
ENSMUSG00000025762.17	2.51558147753746	-0.316487217050485	3.47181756693661	2.1911835589578	3.17935842695633	2.55758714167631	1.70861577162645	2.63741378964923	2.82634921602509	2.07477212343524	2.87870391098638	1.99676187642639	2.42457029426579	3.14074048925396
ENSMUSG00000049940.8	1.60275662905952	2.02266747163203	2.08189521345563	1.42487442758457	2.56410778951298	1.66705159065559	1.025558090704	0.373699355838402	2.17084618019163	-0.316487217050482	2.63196073708323	-0.316487217050482	2.07972753262825	2.53940394381549
ENSMUSG00000025764.15	3.95873106064123	3.69072850895169	4.50291257574781	4.57628977531137	4.82390653651934	4.2301411321482	4.33024992450516	4.87659634701893	4.45234346184939	4.55671932684619	4.92974985089054	0.678094528646156	4.22382581797257	4.01510934929665
ENSMUSG00000059834.13	3.87333225861473	3.12448456093855	4.50291257574781	3.28421699506563	3.04836769684787	2.98566478775117	3.23757757759708	1.91031506071868	3.27540437076784	3.69227088415555	2.80105241577518	2.99567332091662	3.00575873361068	3.68123994407711
ENSMUSG00000025766.15	4.41668698030701	4.59042422544683	3.41494986749939	2.88550264792543	3.11534922843736	3.91061581208566	3.10605925290652	2.24616730438506	4.37727791519907	3.00025179279701	4.01962921996715	2.84379121865204	2.20406120773678	1.48913634311269
ENSMUSG00000027737.11	1.97486489953984	4.41254240584704	3.41494986749939	1.85832145907091	0.258418235177812	3.77431217675049	3.7148238586474	2.38870101958143	1.40759666514699	3.3610056861616	0.654280408909211	2.37477119150372	3.8953509960235	5.17832855757952
ENSMUSG00000023087.16	4.03935603696243	4.5622589571466	3.81727800119868	2.88550264792543	3.82475872951075	2.7874455018433	3.7148238586474	2.24616730438506	1.76252689695801	3.55949353131083	2.09479639987848	-0.316487217050482	1.217176157811	3.29599620846879
ENSMUSG00000103313.2	2.62412955845931	0.794555676980334	1.55932163030891	1.65781532906566	2.24319997579515	1.110235837015	2.61937231556896	1.18964574878759	2.28476858714977	2.51808834991375	4.05350991080477	-0.316487217050482	2.93574725644606	3.0271017860056
ENSMUSG00000037174.19	5.27741062299405	5.38508299123025	5.40596297427136	5.13534970378607	5.98442710900319	5.72794240149094	5.44418513887828	5.76822862416498	6.41835224678941	6.86708995813968	5.76484979821346	6.19633625505905	5.61832701766087	5.67924652429958
ENSMUSG00000087440.3	1.80077469674128	2.32044546190776	1.75530560590256	1.85832145907091	2.3582848627663	2.17996826667432	2.51952144242718	1.91031506071868	3.03610338319303	3.13078591685384	3.27311521261515	3.42835037597191	3.13634589938644	3.19437040321103
ENSMUSG00000037152.12	4.53263520029615	3.97336771133347	4.58253324842974	4.99341096118623	4.74149451926386	4.61643345236763	5.00144333503098	4.61177052663206	3.78162230034657	4.62476266040336	4.35463740261537	2.99567332091662	4.69567075675131	4.69239078871244
ENSMUSG00000063273.12	6.66944117357614	5.56617703253465	6.67856160999365	6.88778182038695	6.33992745278546	6.08564684563202	7.02956274569157	6.94804498485683	6.19613707377937	6.54880890290165	6.65281140248354	7.34866617091939	6.86847791123302	6.49168154584559
ENSMUSG00000102775.2	2.39819689817271	2.87256580843227	3.22951732947843	2.9745485459037	3.17935842695633	2.92257002380465	3.41478697891346	3.19818635888287	3.57320207522655	3.13078591685384	3.53534813791959	3.53138822651278	3.46933583123527	3.14074048925396
ENSMUSG00000027739.10	4.83325467604999	5.88320640011825	6.04405661256135	5.96428015410225	5.98442710900319	5.98114952540192	6.05632994230488	6.17466622751485	5.64417491023839	5.63448264806174	6.56157350850604	6.46716989073979	6.14587981288931	5.7879045217026
ENSMUSG00000102570.2	1.60275662905952	-0.316487217050485	2.08189521345563	1.42487442758457	2.97812428556367	2.38109759888775	1.87946217703189	-0.316487217050482	2.04715064366027	2.07477212343524	3.43609875853134	-0.316487217050482	1.94365934707268	1.65133405092788
ENSMUSG00000037111.10	4.94211156957793	6.15244319734294	5.83236390287495	5.11590787352785	5.79311567334834	5.47661304827717	5.63520511977944	4.97026511258407	5.72712888930043	6.40786826486011	6.09273013891093	4.80225020015158	6.01619262340381	5.47771239956232
ENSMUSG00000102466.2	1.10000051615724	-0.316487217050485	1.06315810438485	0.348793176123042	2.46486369850243	2.63834475982639	2.29634072069875	0.373699355838402	-0.316487217050482	1.43153289272675	0.970290272957005	0.678094528646156	2.20406120773678	1.09703545423385
ENSMUSG00000097885.8	1.10000051615724	0.34344525792742	2.67304972693351	1.65781532906566	3.41028907936222	3.04611540328531	1.70861577162645	1.70764123518884	2.04715064366027	3.6493553570571	3.32951382345225	-0.316487217050482	2.07972753262825	3.24607795694631
ENSMUSG00000074604.10	6.55068653310731	6.82676433091019	6.51907190269018	5.89753183153941	6.33992745278546	4.82057219501566	5.71637171528196	4.49054075805381	6.82373034919655	7.50999513038152	6.98236305902753	7.08211088849375	6.6453889705364	6.50235225650335
ENSMUSG00000061143.16	2.27040860513172	3.04530061028969	2.08189521345563	2.57971508368769	1.4692303795462	1.94618533031902	2.17030796855166	2.63741378964923	1.40759666514699	3.81385142894034	3.91293442232925	3.0660107923386	1.94365934707268	3.39093199739502
ENSMUSG00000102423.2	0.762736641471153	-0.316487217050485	1.06315810438485	-0.316487217050482	-0.316487217050482	1.94618533031902	2.4122424610829	-0.316487217050482	1.76252689695801	4.24704550198382	1.63943906045121	-0.316487217050482	2.42457029426579	1.09703545423385
ENSMUSG00000104339.2	2.62412955845931	4.13507419607885	3.22951732947843	3.28421699506563	3.41028907936222	4.17706481271065	3.52188376249068	-0.316487217050482	2.82634921602509	4.99411297947575	4.96578145451069	3.0660107923386	4.6526730201391	4.42713309824225
ENSMUSG00000044167.7	5.99565850418499	6.6237009235585	5.89608224490602	6.27593788142276	6.40160729835791	5.76438312362765	5.40274707307188	5.98571309824468	6.68536445718323	6.96221145616187	7.19840711054513	6.49293124923751	6.69391275718406	6.67262920902328
ENSMUSG00000102844.2	2.27040860513172	1.84702826722038	2.08189521345563	2.46146153368119	1.82986134332836	1.32063254472402	1.29081052435725	1.91031506071868	1.40759666514699	2.51808834991375	2.71898246742572	1.48312109789731	2.61580125591645	1.30636592623221
ENSMUSG00000104401.2	2.39819689817271	2.87256580843227	2.46469644378979	-0.316487217050482	-0.316487217050482	0.191524000331656	-0.316487217050482	0.838604190669734	-0.316487217050482	-0.316487217050482	-0.316487217050485	-0.316487217050482	0.243053719522106	0.185300461374878
ENSMUSG00000027742.14	5.40460669571303	6.17121338728098	4.88432239449648	5.46226370638028	5.77251165864979	5.2121924262845	5.37444533759265	6.21349505086856	6.05072791534128	6.54295901419522	5.33983698926855	5.63861448889809	5.27985218879046	4.91636917542952
ENSMUSG00000048332.14	-0.316487217050482	1.1377023712057	3.77270915506218	1.65781532906566	-0.316487217050482	3.80961426314089	3.57259122592151	2.24616730438506	-0.316487217050482	-0.316487217050482	-0.316487217050485	-0.316487217050482	-0.316487217050482	4.07352126116373
ENSMUSG00000104687.2	2.51558147753746	2.67630007021377	2.67304972693351	-0.316487217050482	0.258418235177812	2.92257002380465	2.80046356340469	-0.316487217050482	-0.316487217050482	-0.316487217050482	-0.316487217050485	-0.316487217050482	-0.316487217050482	1.30636592623221
ENSMUSG00000042997.14	4.53263520029615	4.05648540579275	4.72969293190542	5.43113869059658	4.67644114692543	5.75535887129268	3.23757757759708	5.57302905437065	4.85409012192233	4.73148864152489	4.27070943401599	4.67299636738614	4.77800276819185	5.44489860692612
ENSMUSG00000049504.13	5.40460669571303	3.83895857024816	4.52994399329139	4.73763215606252	4.67644114692543	4.74963694275813	4.92544872806096	5.31187465256	4.92608647455482	5.15616623966302	4.60363623751999	6.17262214927043	5.54967454890016	5.67924652429958
ENSMUSG00000105879.2	4.69076095628305	4.69788897441622	4.79800152466471	4.97194407532503	4.53681239901902	4.0351460242731	4.23901413067052	4.45857191983222	4.73887498167809	4.79192908165746	5.0521097364486	4.76043918034153	4.98282392835894	4.86768189366426
ENSMUSG00000027746.14	4.78730297382044	4.64515698488615	5.11604322303135	4.73763215606252	4.92071272115583	4.88818250655168	5.2553364418996	4.3581817012235	4.42775304651568	4.53330587582006	4.64866530740999	3.42835037597191	4.63068384317952	4.86768189366426
ENSMUSG00000027751.14	7.53409757733301	7.61438984672345	6.97259344974919	7.0956024122896	6.98423642536297	7.07709229687727	7.01588583238181	7.38644975234665	7.65874662618308	7.55719254575514	7.23946088741271	6.96734600907826	7.60617503488752	7.23952188013214
ENSMUSG00000094487.2	2.62412955845931	3.19954761059042	3.16200295150236	2.03433113538983	2.90428496320154	2.92257002380465	2.71275746312316	2.94487665118709	3.57320207522655	3.88956194989048	3.32951382345225	3.0660107923386	3.25608771283017	3.3442448620396
ENSMUSG00000027752.16	6.71310638099012	6.2080366518846	6.26929568478752	6.27593788142276	6.52375597987554	6.33618395364517	6.21636859337567	6.67650079730436	6.40581628213289	6.44598331525116	5.55616889331552	5.4007819090062	6.27907069701227	6.2534982261728
ENSMUSG00000036632.10	5.99565850418499	5.1592672950377	6.22862450662483	5.85125309661878	6.56027529593512	6.28693395597902	6.1759439658456	5.85674200174724	6.41209788046376	6.19309400057569	6.33237945212342	6.45411463039132	6.30012098345969	6.14191300258163
ENSMUSG00000036580.16	4.188230538531	4.28046859993844	4.09579005581443	4.65921523711649	4.26909145083556	5.33841658294133	5.41669242646944	4.0925806189994	4.83551529008293	3.88956194989048	4.98346531908918	5.37330512625637	4.81747133036674	5.11020258430657
ENSMUSG00000027797.16	2.51558147753746	3.04530061028969	3.41494986749939	2.33264262813966	0.258418235177812	1.32063254472402	1.29081052435725	0.838604190669734	0.935820432153482	0.241089088734054	0.654280408909211	0.264865376083749	-0.316487217050482	-0.316487217050482
ENSMUSG00000027799.13	3.41054991257269	3.79122096710126	3.94327471792802	2.9745485459037	1.98118513009281	3.91061581208566	2.71275746312316	-0.316487217050482	1.76252689695801	-0.316487217050482	0.654280408909211	-0.316487217050482	1.217176157811	3.52255983074209
ENSMUSG00000027800.15	1.60275662905952	2.32044546190776	5.13377293867692	0.802372765930334	-0.316487217050482	4.53440413988104	7.54963260627549	1.47176777665825	-0.316487217050482	0.955765157350078	-0.316487217050485	0.264865376083749	1.217176157811	6.49702676672152
ENSMUSG00000027803.15	-0.316487217050482	3.27089754548505	2.8550750626111	-0.316487217050482	0.98728740596209	4.65576289703151	4.20727336307717	0.838604190669734	-0.316487217050482	-0.316487217050482	-0.316487217050485	-0.316487217050482	0.959354530749488	4.31054295234918
ENSMUSG00000036513.16	5.32643263108526	4.95779545269797	5.64725702036463	4.95015293754952	4.93931817977719	5.25123257757392	5.58668795173594	5.31187465256	4.83551529008293	4.79192908165746	4.5091289575126	4.82270991818261	4.63068384317952	5.23060392463573
ENSMUSG00000104623.2	2.72507889868996	2.77776789329111	3.16200295150236	2.68900575621204	2.3582848627663	2.71482044630137	1.025558090704	1.91031506071868	2.66739259056455	2.19900967342787	2.95238850428158	2.48156677245347	2.31852462731041	2.53940394381549
ENSMUSG00000036503.14	7.19008695824635	6.59618403459118	7.34022012520969	6.65167048773394	6.94794515463479	7.26367258368734	6.98813677393418	7.32571947476728	6.41209788046376	6.4522390606872	6.69098253216583	7.41079915124524	6.73571617972322	7.16088215205254
ENSMUSG00000027805.17	3.2839003897368	3.46594134635167	1.33246529097785	2.03433113538983	3.29943943150062	3.80961426314089	2.71275746312316	2.0879922855771	2.74905903364363	0.642236042201463	3.43609875853134	-0.316487217050482	2.20406120773678	3.71832541402523
ENSMUSG00000027806.10	5.62961196814461	5.44800750296597	5.77702743550166	6.29335071140466	5.853218893561	5.62270763988768	5.73874746175829	5.71509936279728	5.94205902899762	6.0601548562559	5.97391123103012	6.2501987860935	5.92878840237082	5.66981119339047
ENSMUSG00000027808.9	8.45768339626025	8.58367656391205	9.37546676916812	8.5189691722228	9.33176644639085	8.32080874608483	8.33151297849224	8.4020187177422	8.47118261395443	8.63882641873461	8.42061869701759	8.52598896676629	8.60460982775012	8.43403202078236
ENSMUSG00000027810.15	6.89743477025208	6.69677309686273	7.01147295068435	7.09063114267307	6.73017187051541	6.79830497868775	6.39604549454621	6.30622727487999	7.02156677120285	6.56621757953132	5.87316410136088	6.75488531488767	7.21729624571353	7.18426486093964
ENSMUSG00000106553.2	2.99140648308398	1.84702826722038	3.52652842242213	2.33264262813966	2.24319997579515	2.17996826667432	1.70861577162645	0.838604190669734	0.230212737105565	2.41936737033243	3.94938315998702	3.58027278720311	3.00575873361068	2.26645515934557
ENSMUSG00000075700.11	5.20934402597891	5.78912831130624	5.18569109644417	5.29945487097061	5.82348025117942	5.15843912204759	5.84569893230954	5.43198277123726	5.60083785282384	5.9930872995431	6.11696633543137	5.6035718289683	6.09057030463781	5.75258673839187
ENSMUSG00000036432.9	3.41054991257269	0.794555676980334	2.9381422452969	3.70435168989118	3.97659142462366	3.21360996259438	3.52188376249068	4.13365070012706	3.70182987172198	2.69731774295418	3.15323896596239	4.28781043589489	4.10125782977674	3.39093199739502
ENSMUSG00000056476.14	4.85569307436316	3.58270853375672	4.52994399329139	4.76285172187735	3.56206505997529	4.83777413115005	4.49704682433216	4.80212455631489	3.21919658037936	3.41324592195862	2.71898246742572	3.1330778443347	4.00197477346468	3.14074048925396
ENSMUSG00000050075.9	8.20371419589072	8.63020668894651	8.65171215785623	8.53186350860912	8.78246668672222	7.85142296481066	7.94799868671525	8.32653885152555	8.00052273442002	8.01362430384224	8.13636128399395	7.63559553214121	7.38758573030765	7.90066833678098
ENSMUSG00000036381.14	4.63995399834822	3.88516703781793	6.49183406559011	4.18669797661002	6.82826700458815	2.47203950604355	4.14161675108697	4.82737804061537	3.09975148066957	3.88956194989048	5.11763581655362	3.1971651360128	3.51806272152802	3.19437040321103
ENSMUSG00000036362.3	-0.316487217050482	-0.316487217050485	3.67921527725465	2.03433113538983	3.86424104207873	0.863829608509092	2.51952144242718	-0.316487217050482	0.230212737105565	3.46366044663606	4.64866530740999	-0.316487217050482	-0.316487217050482	1.30636592623221
ENSMUSG00000036353.14	2.39819689817271	-0.316487217050485	2.67304972693351	2.03433113538983	3.46267539163485	1.32063254472402	1.70861577162645	0.838604190669734	-0.316487217050482	-0.316487217050482	1.8077055590568	-0.316487217050482	0.243053719522106	-0.316487217050482
ENSMUSG00000036334.13	1.80077469674128	2.67630007021377	2.57263110556985	0.802372765930334	-0.316487217050482	2.55758714167631	1.51478516609458	-0.316487217050482	0.230212737105565	-0.316487217050482	2.33412966599016	-0.316487217050482	0.959354530749488	1.30636592623221
ENSMUSG00000036951.3	2.90797652104999	2.56715224280851	2.34802894766165	2.88550264792543	0.98728740596209	0.863829608509092	-0.316487217050482	-0.316487217050482	0.625731565949676	-0.316487217050482	0.249052994638902	1.67537775144369	0.645210457762845	-0.316487217050482
ENSMUSG00000027763.14	10.6988437695248	10.5440937097546	10.6081362377271	10.774704966779	10.7646044566803	10.6936772504808	10.5748505181294	10.8010530610632	10.6884223777436	10.7348497623494	10.7527869853837	10.5844279760338	10.5418058447191	10.2126338504843
ENSMUSG00000104235.2	1.60275662905952	2.67630007021377	1.06315810438485	2.88550264792543	3.46267539163485	3.66290677694074	3.35810175595363	4.77642113788084	4.63529337918015	4.24704550198382	4.29923137395784	4.99485636493624	3.46933583123527	3.92280254953084
ENSMUSG00000104125.2	4.50451001382582	4.09631486156072	4.09579005581443	3.85266954229172	4.48709585936462	3.36366575001479	4.27007157571433	5.48054659023405	4.56937575413256	4.60243623655321	4.433950166202	4.34550849542292	5.2368308164339	4.26113417406818
ENSMUSG00000036894.4	5.10081563255792	4.8686073937811	4.96576870956965	5.35025515980358	5.42187646885738	5.36238830617518	5.92589476511038	6.07276022501213	5.696577367679	5.20143354589138	5.31211428148327	5.94892086489336	5.77689602950467	5.54118241529196
ENSMUSG00000053706.3	2.81942412613064	3.19954761059042	2.2210901053041	3.28421699506563	3.56206505997529	3.62377425964718	4.03716487770904	4.77642113788084	3.3295041619803	3.60512398934459	3.79771430301681	3.9211568211	3.61084090471369	3.95423229307257
ENSMUSG00000036885.15	3.14505335114278	2.17922568762569	2.9381422452969	1.14694136416687	2.56410778951298	2.63834475982639	1.87946217703189	1.47176777665825	1.40759666514699	2.69731774295418	2.87870391098638	1.26124641313288	1.62567108483176	2.45403285584175
ENSMUSG00000027770.6	4.47582560988699	5.67539594037913	4.41863973261328	4.6858306206988	5.2083708646165	4.8547733748787	4.3004745006814	5.14112190097379	4.90842141191648	4.84993890987127	5.14931557486526	4.19669154806805	5.0833884988792	5.23060392463573
ENSMUSG00000043441.6	2.39819689817271	3.27089754548505	3.09117329503346	0.802372765930334	3.35592863691	4.2301411321482	6.04739428699372	-0.316487217050482	-0.316487217050482	-0.316487217050482	-0.316487217050485	-0.316487217050482	-0.316487217050482	4.57598761903956
ENSMUSG00000027820.13	2.81942412613064	4.59042422544683	2.9381422452969	1.85832145907091	1.4692303795462	2.28403508411149	1.87946217703189	0.373699355838402	0.935820432153482	-0.316487217050482	-0.316487217050485	1.67537775144369	1.94365934707268	1.09703545423385
ENSMUSG00000036834.17	2.39819689817271	2.02266747163203	2.08189521345563	2.79059701013337	-0.316487217050482	-0.316487217050482	1.29081052435725	1.47176777665825	-0.316487217050482	-0.316487217050482	-0.316487217050485	2.37477119150372	1.217176157811	-0.316487217050482
ENSMUSG00000048581.13	3.52697299516242	2.67630007021377	2.9381422452969	1.65781532906566	3.04836769684787	2.38109759888775	3.03551247142193	3.19818635888287	3.21919658037936	2.51808834991375	2.33412966599016	-0.316487217050482	2.07972753262825	3.3442448620396
ENSMUSG00000027822.17	4.29059926050147	4.34801633867782	4.09579005581443	4.18669797661002	4.32675784101084	3.77431217675049	4.90580769917787	3.19818635888287	2.17084618019163	3.6493553570571	2.80105241577518	1.84500057270531	3.93177487947842	4.47125292786002
ENSMUSG00000097724.3	3.14505335114278	2.02266747163203	2.76693126763303	3.05841641082696	3.11534922843736	3.15991044311058	3.17331657348481	3.19818635888287	0.230212737105565	1.93881906929674	1.63943906045121	3.48078898130764	3.00575873361068	2.83786488800664
ENSMUSG00000027823.10	7.11766482128739	7.24958827305972	7.21672610147841	7.29893542648071	6.9387278781567	7.23149475033806	7.01129789568891	7.26694208328535	6.91943776066289	7.33485795581758	6.83430415575236	6.44754242881896	6.86377260637341	7.29274032646166
ENSMUSG00000043897.14	2.39819689817271	2.17922568762569	3.41494986749939	1.85832145907091	1.98118513009281	2.7874455018433	2.51952144242718	2.0879922855771	-0.316487217050482	-0.316487217050482	-0.316487217050485	2.13406754207487	-0.316487217050482	-0.316487217050482
ENSMUSG00000091572.10	4.35502014876432	4.5622589571466	3.22951732947843	2.88550264792543	0.98728740596209	1.66705159065559	0.279686126765523	0.838604190669734	2.17084618019163	-0.316487217050482	1.8077055590568	-0.316487217050482	0.959354530749488	2.26645515934557
ENSMUSG00000091967.6	3.41054991257269	2.87256580843227	2.46469644378979	2.57971508368769	-0.316487217050482	1.110235837015	1.29081052435725	1.91031506071868	-0.316487217050482	-0.316487217050482	0.249052994638902	-0.316487217050482	1.62567108483176	0.185300461374878
ENSMUSG00000092049.10	4.32316924926891	1.64700294301944	3.35574826327433	2.03433113538983	0.258418235177812	2.55758714167631	1.025558090704	1.91031506071868	-0.316487217050482	-0.316487217050482	0.970290272957005	1.48312109789731	1.217176157811	-0.316487217050482
ENSMUSG00000062200.15	2.51558147753746	-0.316487217050485	2.9381422452969	1.14694136416687	1.4692303795462	2.55758714167631	0.279686126765523	1.18964574878759	1.40759666514699	-0.316487217050482	-0.316487217050485	-0.316487217050482	-0.316487217050482	-0.316487217050482
ENSMUSG00000027828.13	8.10648774241776	7.76717314844622	8.3347259543185	8.20842484250316	8.57503308574438	8.24224276128835	8.17622518857916	7.71208568264059	8.24707710570448	8.14493880267336	7.84139196429982	8.19820623099083	7.94150076081902	8.1935062073368
ENSMUSG00000074580.12	2.27040860513172	3.04530061028969	3.29401295365062	2.46146153368119	2.90428496320154	2.98566478775117	2.29634072069875	2.51841037172722	2.28476858714977	2.69731774295418	3.15323896596239	1.48312109789731	3.36664827808607	2.96673936608101
ENSMUSG00000034640.10	6.47298851175074	6.09462132207517	6.23685098490941	6.72408144229081	5.86299709239233	7.20853547272814	6.46477321848493	6.63419619897494	6.49728387699233	6.81949072441831	6.99113104101466	5.08230318281656	7.19873377000408	6.56477038542572
ENSMUSG00000027829.16	8.24041514527433	7.74228368014768	8.26202306193534	8.25360403397272	8.26975591229863	8.15915057683917	8.36246335309519	8.53825527796632	8.62511412439499	8.64839321970325	8.75512158003467	8.7785841353704	8.88560237704675	8.40873089629419
ENSMUSG00000103041.2	5.1379063301185	5.25034904773194	4.90511907590174	5.43113869059658	4.95768674819907	4.82057219501566	5.40274707307188	5.51203741468547	5.75704682456379	5.6884741200808	5.6140773534067	5.57972806420742	5.83574543134635	5.43379269980828
ENSMUSG00000034544.18	4.94211156957793	5.23258691742222	5.6097409314473	5.22881289284861	5.77251165864979	5.43200242042389	5.01983257861881	4.69644344584215	5.24037300532767	5.31563088989041	5.47098173059205	3.9211568211	5.2368308164339	5.28105116690591
ENSMUSG00000027774.17	5.9753094437832	6.11415390964419	5.26827355484141	6.22240172113927	6.00223370606815	5.76438312362765	6.14276838094933	5.80682973747982	5.49829045577103	5.98448031320508	4.55715632560794	6.26522581289019	5.6071094168377	5.38849386614301
ENSMUSG00000047557.3	3.46993552890631	4.79790075108009	3.98294154449461	3.70435168989118	3.24064791869187	4.2301411321482	4.470552377851	4.55242863615799	2.4887282772825	3.69227088415555	2.09479639987848	0.678094528646156	3.65508444383659	3.92280254953084
ENSMUSG00000027775.10	7.38008241002147	7.23628017058245	6.97751107463746	6.89919981402648	7.20018749297631	7.27002291491799	7.18022473948528	7.25768302649223	7.30420719306291	7.03487015826838	7.18318399378266	5.82255645128322	7.25011845925399	7.35588093235534
ENSMUSG00000027778.16	5.10081563255792	4.91389051927783	4.50291257574781	5.9751106922944	5.69798812751358	4.42483935080443	3.75928054987209	4.28715113220141	5.98482884929832	6.25880864859878	6.67474698350137	6.41422468078605	6.72537833341388	6.10738126395634
ENSMUSG00000034349.15	8.62377364489053	8.77681981308616	8.3706829449324	8.65820306435135	8.57651956888941	7.75058138185213	7.3641811699003	7.81351148461498	9.68847750071023	9.53425964923146	9.78751667651364	9.44745534861214	9.64964988324556	9.27945414822726
ENSMUSG00000034317.15	6.12136019606586	6.67720854122031	5.8645748198461	6.06909190388988	6.61337738516368	5.56189776310286	4.54861925373347	4.55242863615799	6.39950721361879	6.17050667503658	5.63660521024215	5.73890768489749	5.65146579511936	5.7879045217026
ENSMUSG00000027782.11	5.7896693553787	5.89454625106461	6.46407207088084	6.56112718932924	6.25335820415038	6.38965200578024	6.76103146121609	6.5303764136794	6.67495424597543	7.11196864123152	7.14833305769413	7.07359976794221	6.85431570626364	6.35706905816151
ENSMUSG00000103094.2	3.34861447402541	3.19954761059042	3.41494986749939	2.68900575621204	2.46486369850243	3.15991044311058	3.52188376249068	4.82737804061537	4.12534976605145	4.0630901817801	4.15062455776816	3.8025614676341	3.07252934291175	4.18369568332586
ENSMUSG00000027784.11	2.62412955845931	2.77776789329111	1.75530560590256	1.14694136416687	5.44809786272423	0.863829608509092	3.03551247142193	0.373699355838402	2.82634921602509	3.3610056861616	1.95838047611667	-0.316487217050482	1.94365934707268	3.52255983074209
ENSMUSG00000027787.15	7.23784871862628	6.57519637506492	7.38901866926542	6.9217682276962	6.65336871028564	6.64061288043831	6.31645998280819	6.39335722800175	7.15863310410516	7.14323767485843	6.75415708033548	6.84765694699701	7.09414784509213	7.08127053200435
ENSMUSG00000027790.15	1.97486489953984	3.6377292677496	3.47181756693661	2.33264262813966	-0.316487217050482	2.06780707461811	2.71275746312316	2.24616730438506	1.19090769612862	0.241089088734054	1.8077055590568	0.998936526499581	2.52335194495776	0.852091349186858
ENSMUSG00000104301.4	2.51558147753746	1.1377023712057	2.2210901053041	1.42487442758457	0.258418235177812	2.28403508411149	2.17030796855166	2.74734460652729	2.4887282772825	1.93881906929674	1.63943906045121	0.998936526499581	1.217176157811	-0.316487217050482
ENSMUSG00000027835.12	6.49459724128471	6.35482750957952	6.51907190269018	6.78073735957652	6.28279558831472	6.59581577929704	6.1759439658456	6.68343251175446	6.594386949029	6.2940635085564	6.18732377551883	6.44754242881896	6.47073420284816	6.4203290530195
ENSMUSG00000027834.16	3.21614658094206	2.87256580843227	3.29401295365062	3.41723650925813	4.0808210798498	3.45567863859694	3.57259122592151	4.66876765583495	5.06012157685791	4.30349664992249	4.3272003522714	4.53101258401314	5.46521924475514	2.83786488800664
ENSMUSG00000034109.16	6.02565384564935	5.35256069034892	5.36151076508596	5.36679871046881	5.81342956796923	4.71281702187042	6.01108771319721	5.46453960434493	5.1530605560096	5.52003160525744	5.59119213373307	6.22736063055859	4.73742400026877	5.46685718490048
