SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000099492.2	3.07027437307565	3.19954761059042	3.63009350964188	3.1376754987028	2.90428496320154	2.63834475982639	2.96133784232742	2.0879922855771	3.66021528742038	3.46366044663606	3.32951382345225	3.42835037597191	3.31242683397274	3.43615552782088
ENSMUSG00000048874.16	5.64257461174497	5.52298973729017	5.53164875112638	5.41532069467788	6.46718294739199	5.35045223305202	6.08280956122466	5.98571309824468	6.14425475030952	6.42705165820319	6.09273013891093	6.03911015237221	6.38137887231422	6.36293596888292
ENSMUSG00000104315.2	1.97486489953984	-0.316487217050485	3.22951732947843	3.1376754987028	3.04836769684787	1.66705159065559	2.80046356340469	1.18964574878759	1.76252689695801	4.24704550198382	2.95238850428158	0.678094528646156	3.61084090471369	3.29599620846879
ENSMUSG00000026064.17	1.60275662905952	2.17922568762569	2.57263110556985	2.79059701013337	3.04836769684787	2.17996826667432	2.61937231556896	1.91031506071868	2.4887282772825	3.00025179279701	2.71898246742572	3.1971651360128	2.42457029426579	2.90374067706868
ENSMUSG00000026058.12	2.39819689817271	2.87256580843227	3.47181756693661	2.57971508368769	2.56410778951298	2.55758714167631	3.03551247142193	2.0879922855771	0.230212737105565	2.41936737033243	1.22936566072051	1.99676187642639	0.645210457762845	3.48000443655102
ENSMUSG00000026134.12	5.65542182213511	3.97336771133347	4.75282369388313	4.99341096118623	5.06324209142303	5.01458118076485	5.0736344094988	5.25717222676554	5.07603315730825	4.92382617948279	4.38156238089009	4.65028169529896	5.52604470251738	4.81729398120712
ENSMUSG00000004768.15	4.07803950459714	-0.316487217050485	3.72671944271941	2.33264262813966	1.4692303795462	3.77431217675049	4.23901413067052	2.38870101958143	3.16070983040233	2.51808834991375	-0.316487217050485	-0.316487217050482	0.243053719522106	3.24607795694631
ENSMUSG00000042215.9	3.78255853439711	-0.316487217050485	4.1315263851069	3.89890358278406	4.20902374356517	5.28924405545861	5.05592246799823	-0.316487217050482	1.59594930804292	3.00025179279701	3.27311521261515	-0.316487217050482	2.61580125591645	5.08202516183313
ENSMUSG00000042197.14	5.37384349344169	6.00329650638567	5.75428454493688	5.15453301492721	5.90146032362064	5.89338144679939	5.81443767433943	5.64581231037337	6.4245796162036	5.75070485136307	6.63053714395807	6.54311370947728	5.57292359173199	5.5920211497919
ENSMUSG00000042182.17	0.762736641471153	3.58270853375672	2.57263110556985	1.65781532906566	0.258418235177812	0.191524000331656	0.279686126765523	2.38870101958143	1.76252689695801	-0.316487217050482	0.249052994638902	3.88269816901692	1.217176157811	2.16264952027416
ENSMUSG00000026131.21	2.99140648308398	3.79122096710126	4.09579005581443	2.03433113538983	2.24319997579515	5.67149510889252	6.23222652969071	1.18964574878759	2.74905903364363	2.07477212343524	1.8077055590568	1.26124641313288	1.435833600313	5.39995261411916
ENSMUSG00000102336.2	2.81942412613064	-0.316487217050485	0.3008250387887	-0.316487217050482	0.98728740596209	3.49957406603986	1.70861577162645	-0.316487217050482	2.39034976141138	2.31339162660281	-0.316487217050485	-0.316487217050482	0.645210457762845	2.16264952027416
ENSMUSG00000042111.10	5.47876165708098	5.02124490754586	5.50464955692231	5.50772727902437	4.23937019521717	5.35045223305202	5.05592246799823	5.41542463204364	5.41316566123892	5.28791776257329	5.06877237573492	5.34529485879355	5.70505968030158	5.35356121424928
ENSMUSG00000101711.2	4.66558112243117	4.59042422544683	4.3894181778404	4.60446454195396	5.16159818132962	4.20384704140703	4.92544872806096	4.94741187452207	5.07603315730825	4.15799783226093	5.4834636415421	5.74963288677361	5.2368308164339	4.74724991638491
ENSMUSG00000026127.14	6.94005856312792	6.55389888395336	6.7720965140062	7.01917245621041	6.9931683729952	6.82010698716609	7.29414338630705	6.94804498485683	7.09368240420812	6.77026729625797	7.14833305769413	7.9534616597003	7.10216037664096	6.81638731197946
ENSMUSG00000026126.16	8.17277272186101	8.00807489418986	8.18333435857491	8.22439899487157	7.70309325547773	7.77980178611562	7.65633212203759	7.99440706727051	7.91021336623623	7.54260853590327	8.0737646008793	7.55534507466986	7.77856744518642	7.798307217709
ENSMUSG00000100280.3	7.39164570612654	7.3600555453338	7.44334716093766	7.57291462158743	7.08793454733943	6.99513475203169	6.74454046510892	7.51635281652569	7.15863310410516	6.68784035348585	7.30069529237608	6.63852731369022	7.1723384031741	7.23952188013214
ENSMUSG00000037509.22	4.188230538531	5.49346282999935	4.3894181778404	3.65131880345222	3.97659142462366	4.51314675440378	5.0736344094988	4.58240467114421	4.89053736551019	5.6884741200808	5.0009350454831	5.37330512625637	4.60835431881352	3.89067281739708
ENSMUSG00000104002.3	1.97486489953984	3.88516703781793	2.2210901053041	2.68900575621204	1.4692303795462	2.92257002380465	3.35810175595363	3.19818635888287	3.16070983040233	3.88956194989048	3.38379036640424	3.9211568211	2.52335194495776	2.3632904446019
ENSMUSG00000037503.13	6.26239749309191	6.43467647321776	6.66643155808788	5.98586052939539	6.08811200680915	6.67929734566675	6.87652790762092	6.77713389367234	6.87919515863717	6.89491346868494	6.76952774206003	6.63852731369022	6.97266906980723	6.76856897734935
ENSMUSG00000104358.2	2.51558147753746	0.34344525792742	2.67304972693351	1.65781532906566	1.4692303795462	3.10413460477784	2.4122424610829	3.47879509585192	1.9118464569926	1.78870873418389	-0.316487217050485	-0.316487217050482	2.52335194495776	1.65133405092788
ENSMUSG00000026123.12	7.27578360956885	7.41621047037482	7.11774663897406	7.64250473226184	7.27167059761163	7.85776106332794	7.68253961153272	7.84476490015684	6.46138968730421	6.0764456636229	6.71764224406219	6.95812792398448	6.81097534348624	7.10596853207522
ENSMUSG00000045216.8	0.762736641471153	1.41471109459198	2.2210901053041	2.33264262813966	3.74239679423121	3.26538221774361	1.87946217703189	1.70764123518884	3.09975148066957	3.06699468201799	3.48657675550696	3.67333680586635	2.61580125591645	3.19437040321103
ENSMUSG00000102202.2	1.10000051615724	1.1377023712057	2.2210901053041	2.1911835589578	-0.316487217050482	0.863829608509092	1.025558090704	2.84948872223081	2.28476858714977	2.51808834991375	2.63196073708323	-0.316487217050482	0.243053719522106	1.48913634311269
ENSMUSG00000037470.15	7.2923285959669	7.02035315783796	7.02103128940589	7.19622720732783	7.7512729832646	7.69974194779702	7.13875968209762	7.28983303701812	6.97565313789963	6.91769672619483	6.82942331500064	7.29109680973859	6.86377260637341	6.97035424135052
ENSMUSG00000047180.9	7.69518556579075	7.84522044796584	7.11774663897406	7.43459340428919	7.46704649495897	6.41852197751166	6.39604549454621	7.23898471230535	8.39553214624937	7.62797988211587	8.07994243863718	7.78643735662374	7.79596118156035	7.49861572222892
ENSMUSG00000037447.17	8.99618912675559	9.34135293825271	8.75842159253189	9.30632962842483	9.43041914593718	9.30823744116984	9.46755598904212	10.1539483677215	9.43294960962182	9.31495008910066	9.80129201531628	9.62976885374374	9.34235889317747	9.423961922095
ENSMUSG00000010453.13	6.80821245425667	5.25034904773194	6.64186113371154	6.5024451867517	6.59589296567094	6.54958298534971	6.67081752451117	6.8712028587232	6.98832064638042	7.12377409207866	7.02140601940437	6.79167532122287	7.22465487457673	6.30925454383455
ENSMUSG00000037432.16	1.97486489953984	0.34344525792742	0.731769401610757	0.348793176123042	2.97812428556367	1.81335883295956	2.51952144242718	1.91031506071868	1.40759666514699	0.241089088734054	3.08934606725267	0.678094528646156	1.217176157811	1.30636592623221
ENSMUSG00000001143.14	4.07803950459714	4.89142661684806	4.65798862431194	4.18669797661002	5.36795911666211	4.44742809711915	5.23973187114911	4.80212455631489	3.43197345756152	3.73394660414397	4.75544815837102	4.37351465538403	4.30936824498459	4.15693077834459
ENSMUSG00000037408.11	5.10081563255792	5.1592672950377	5.8645748198461	5.83944767690265	5.66483207969525	6.54958298534971	6.37477209650423	6.41850214386267	6.14425475030952	6.3010122651375	6.21003388693563	6.28009793119023	6.13810709638339	5.98337715648591
ENSMUSG00000104316.2	1.60275662905952	3.3388844657487	1.75530560590256	3.21280606342396	-0.316487217050482	1.32063254472402	3.41478697891346	2.94487665118709	2.4887282772825	-0.316487217050482	2.80105241577518	-0.316487217050482	0.243053719522106	2.45403285584175
ENSMUSG00000001138.14	3.87333225861473	5.08202102743502	3.09117329503346	3.70435168989118	3.74239679423121	3.73812455043848	4.23901413067052	2.24616730438506	4.67762254653493	3.3610056861616	3.83715234065674	4.67299636738614	3.7802137017715	4.26113417406818
ENSMUSG00000079610.10	5.1561001103789	3.52550596374166	4.70618526273481	4.8120056020078	5.11325815543672	3.36366575001479	4.3004745006814	5.12083905903705	4.75872787132199	5.10943244743818	4.38156238089009	5.84273220162119	5.16214867622388	5.34172646971832
ENSMUSG00000061518.12	6.81967170123933	6.55389888395336	6.99701564487595	7.12020500992249	6.73017187051541	7.21513263434175	7.23634375044016	7.26694208328535	6.69054152834371	6.54295901419522	6.91023212240066	6.20415511927179	6.5665060084785	6.75970184959445
ENSMUSG00000037351.10	6.70076487813552	6.75392351612437	6.70844790583857	6.5682974126604	6.52990709026936	7.18184094783123	7.21655090108298	7.02646249098444	7.0580751440443	6.82432194296639	6.56744807468516	4.88240372165291	7.06574826545297	7.13025082511262
ENSMUSG00000026117.11	8.30502760856681	7.91648277672205	7.68797493214329	8.39338897775158	7.97063770649094	8.08184822531413	8.2961169815395	8.67147176187839	8.30391938398706	7.94652215010216	8.31283991924323	8.5213024284599	7.97461126371993	8.10351059938531
ENSMUSG00000097291.2	3.41054991257269	3.83895857024816	2.67304972693351	3.05841641082696	3.5132259466132	2.55758714167631	2.71275746312316	3.27361880744496	3.38164837051648	2.85672138474244	2.09479639987848	3.67333680586635	3.19745875155293	1.92952656495112
ENSMUSG00000026116.12	4.63995399834822	5.1592672950377	4.92562022489709	4.32857658206361	5.22363074728819	5.25123257757392	4.84522739493244	4.3581817012235	5.33597744064102	5.24532360822392	5.10153119214138	5.08230318281656	5.65146579511936	4.76508231966838
ENSMUSG00000102930.2	4.07803950459714	-0.316487217050485	2.34802894766165	1.14694136416687	2.3582848627663	2.63834475982639	2.03220197018218	4.00675725123384	4.21430433714822	3.81385142894034	3.15323896596239	-0.316487217050482	1.79340861879278	2.76883658089619
ENSMUSG00000050122.20	2.51558147753746	2.67630007021377	1.75530560590256	2.68900575621204	2.56410778951298	-0.316487217050482	-0.316487217050482	-0.316487217050482	2.04715064366027	0.642236042201463	1.95838047611667	4.57990966139281	2.78462543003709	3.19437040321103
ENSMUSG00000026113.18	5.9753094437832	5.21460337503339	6.66032807086073	5.8155430167421	6.99761369489009	6.48007277257482	6.85620465024072	7.44880043674252	5.96787276895006	5.91371090887714	6.11696633543137	6.81228448887196	5.91065366982628	5.7966005090815
ENSMUSG00000086064.2	1.37316895159233	2.17922568762569	0.731769401610757	1.65781532906566	1.2482905864075	0.566489861488198	2.51952144242718	0.838604190669734	-0.316487217050482	-0.316487217050482	2.71898246742572	2.67401744191765	1.217176157811	-0.316487217050482
ENSMUSG00000026112.8	7.49532231985713	7.83053562833626	7.54953283528334	7.56934541983716	7.85535692384255	7.9867364195962	7.82267605112464	7.56220139037953	7.80435099692908	7.55719254575514	7.45443119206104	7.55839830102369	7.70418665015691	7.68344398489841
ENSMUSG00000026111.16	5.57656432348435	5.08202102743502	5.88565603886207	5.7539888516604	6.16126086940719	6.32402817480981	6.18412001593491	6.12461281651288	5.68624804229254	6.08452259962928	6.15647660122118	5.8626296858562	5.90150009809876	5.90512242983284
ENSMUSG00000026110.16	6.74350600178608	6.17121338728098	6.7777458939327	6.65840555572234	7.13308111544629	6.24241637555052	6.1677213161808	6.64133367432796	6.99251855222102	7.37492430441937	7.13652644814666	7.76809271682297	6.67791881777333	6.75970184959445
ENSMUSG00000026090.17	2.81942412613064	2.67630007021377	3.41494986749939	3.35225929426251	2.56410778951298	-0.316487217050482	0.279686126765523	0.838604190669734	3.81992237272952	4.27554716763722	2.44038636731649	4.78149615158735	2.42457029426579	2.16264952027416
ENSMUSG00000060771.16	2.99140648308398	1.1377023712057	3.77270915506218	1.85832145907091	3.97659142462366	4.33077217768046	3.9245562400459	4.32310351811686	3.70182987172198	4.03001424029521	0.970290272957005	3.1330778443347	3.07252934291175	2.45403285584175
ENSMUSG00000037216.6	1.97486489953984	-0.316487217050485	1.33246529097785	0.802372765930334	1.66078502568342	2.85658917521274	2.4122424610829	0.373699355838402	0.935820432153482	-0.316487217050482	2.44038636731649	0.678094528646156	-0.316487217050482	1.92952656495112
ENSMUSG00000026088.16	6.4510511982417	5.98219239030266	6.41416476143708	6.49493921942152	6.36766676599229	6.04178570508958	6.19224999165386	6.67650079730436	6.41835224678941	6.01860439075511	5.57961193427273	5.92072674814322	6.15361087713088	5.99097414283747
ENSMUSG00000026087.12	6.92422184750183	6.79685963598001	6.98729632110268	7.40686417202512	7.19632529351903	6.93246188888076	6.95507353508434	6.75097726081133	7.26309910230088	7.11591453491979	6.96911035518666	6.7495521684466	7.17992934323534	7.12680684845028
ENSMUSG00000058407.13	5.99565850418499	6.29618150597771	5.93704952748482	5.49273138098513	5.82348025117942	5.70937095712619	5.81443767433943	6.06216225693499	6.15926963211421	5.39571253470376	5.87316410136088	5.92072674814322	6.22138710506763	6.18890959918393
